PXA1	POT1	4932.YPL147W	4932.YIL160C	0	0	0	0	0.244	0	0	0.713	0.774
PXA1	FOX2	4932.YPL147W	4932.YKR009C	0	0	0	0	0.953	0.445	0	0.803	0.994
PXA1	ECI1	4932.YPL147W	4932.YLR284C	0	0	0	0	0.362	0	0	0.805	0.870
PXA1	FAA4	4932.YPL147W	4932.YMR246W	0	0	0	0	0.184	0.170	0	0.712	0.788
PXA1	SPS19	4932.YPL147W	4932.YNL202W	0	0	0	0	0.189	0.064	0	0.673	0.730
PXA1	FAA1	4932.YPL147W	4932.YOR317W	0	0	0	0	0.184	0.170	0	0.757	0.821
SPS19	FAT1	4932.YNL202W	4932.YBR041W	0	0	0	0	0.042	0	0.900	0.449	0.942
SPS19	PEX5	4932.YNL202W	4932.YDR244W	0	0	0	0	0.616	0.104	0.900	0.373	0.975
SPS19	CTA1	4932.YNL202W	4932.YDR256C	0	0	0	0	0.170	0.060	0.900	0.813	0.983
SPS19	FAA2	4932.YNL202W	4932.YER015W	0	0	0	0	0.904	0.098	0	0.757	0.977
SPS19	OLE1	4932.YNL202W	4932.YGL055W	0	0	0	0	0.041	0.071	0	0.755	0.763
SPS19	POX1	4932.YNL202W	4932.YGL205W	0.102	0	0	0	0.377	0.076	0.900	0.903	0.994
SPS19	POT1	4932.YNL202W	4932.YIL160C	0.070	0	0	0	0.470	0.075	0	0.670	0.829
SPS19	TES1	4932.YNL202W	4932.YJR019C	0	0	0	0	0.141	0	0.900	0.675	0.969
SPS19	FOX2	4932.YNL202W	4932.YKR009C	0.118	0	0.251	0.620	0.909	0.150	0.900	0.798	0.995
SPS19	ECI1	4932.YNL202W	4932.YLR284C	0.053	0	0	0	0.243	0.139	0.900	0.886	0.991
SPS19	PXA1	4932.YNL202W	4932.YPL147W	0	0	0	0	0.189	0.064	0	0.673	0.730
SPS19	DCI1	4932.YNL202W	4932.YOR180C	0.053	0	0	0	0.138	0.139	0.900	0.750	0.979
SPT23	OLE1	4932.YKL020C	4932.YGL055W	0	0	0	0	0	0.560	0	0.989	0.995
TES1	FAT1	4932.YJR019C	4932.YBR041W	0	0	0	0	0	0	0.900	0.276	0.924
TES1	PEX5	4932.YJR019C	4932.YDR244W	0	0	0	0	0.095	0.092	0.900	0.767	0.978
TES1	CTA1	4932.YJR019C	4932.YDR256C	0	0	0	0	0.097	0.060	0.900	0.485	0.950
TES1	POX1	4932.YJR019C	4932.YGL205W	0	0	0	0	0.185	0	0.900	0.844	0.986
TES1	SPS19	4932.YJR019C	4932.YNL202W	0	0	0	0	0.141	0	0.900	0.675	0.969
TES1	DCI1	4932.YJR019C	4932.YOR180C	0	0	0	0	0.095	0	0.900	0.831	0.983
TES1	ECI1	4932.YJR019C	4932.YLR284C	0	0	0	0	0.191	0	0.900	0.845	0.986
TES1	FOX2	4932.YJR019C	4932.YKR009C	0	0	0	0	0.381	0	0.900	0.809	0.987
TGL1	FAT1	4932.YKL140W	4932.YBR041W	0	0	0	0	0	0.373	0	0.807	0.874
TGL1	TGL2	4932.YKL140W	4932.YDR058C	0	0	0	0	0	0	0	0.830	0.830
TGL1	YJU3	4932.YKL140W	4932.YKL094W	0.121	0	0	0	0	0	0	0.713	0.737
